project_name,oneliner,project_namespace,project_url,topics,rubric,last_update,stargazers_count,dominating_languages,organization,languages,homepage,created,license,total_commits_last_year,last_issue_closed,issue_labels,good_first_issue,contributors,organization_avatar,funding
Open Energy Platform,"Aims to ensure quality, transparency and reproducibility in energy system research. It is a collection of various tools and information and that help working with energy-related data.",OpenEnergyPlatform,https://github.com/OpenEnergyPlatform/oeplatform.git,"oep,django,rest-api,energy,database,open-energy-family,open-data",Modeling and Optimization,"2021/10/11, 14:06:02",44,JavaScript,OpenEnergyPlatform,"JavaScript,Python,HTML,CSS,Shell,Dockerfile,SCSS,Mako",http://openenergy-platform.org/,"2015/11/20, 14:21:02",AGPL-3.0,368,"2021/09/27, 07:12:47","?Can be closed?,0.9.2,0.9.3,API,broken_links,bug,Content,data view / modification,design/layout,devmeeting,documentation,duplicate,enhancement,Factsheets,Feedback,help wanted,in testing,invalid,IO,is_active,Major,metadata,Minor,other,outreach,possible thesis issue,question,requirement_specification,SIROP,SIROP-WP3,specification_sheet,SzenarienDB,Tags,Time-L,Time-M,Time-S,tutorials,Urgency-L,Urgency-M,Urgency-S,wontfix",0,28,https://avatars.githubusercontent.com/u/37101913?v=4,
PyPSA,"A free software toolbox for simulating and optimizing modern power systems that include features such as conventional generators with unit commitment, variable wind and solar generation, storage units, coupling to other energy sectors, and mixed alternating and direct current networks.",PyPSA,https://github.com/PyPSA/PyPSA.git,"python,loadflow,optimisation,pyomo,energy-system,power-systems-analysis,optimal-power-flow,powerflow,energy,energy-systems,pypsa,power-flow,power-systems",Modeling and Optimization,"2021/10/16, 07:43:21",548,Python,PyPSA,"Python,CSS,Makefile",https://pypsa.readthedocs.io,"2016/01/11, 09:04:18",MIT,88,"2021/10/15, 18:58:47","bug,discussion,duplicate,enhancement,help wanted,invalid,question,wontfix",0,30,https://avatars.githubusercontent.com/u/32890768?v=4,
oemof,"Open Energy Modelling Framework - A Python toolbox for energy system modeling and optimization. A community driven, modular, flexible and generic software project.",oemof,https://github.com/oemof/oemof.git,,Modeling and Optimization,"2021/08/29, 15:17:59",36,Python,oemof,"Python,Batchfile",https://oemof.org,"2016/04/20, 12:33:33",MIT,4,"2021/02/18, 12:31:00","announcement,bug,decision wanted,duplicate,enhancement,feedback wanted,foundation,help wanted,invalid,question,wontfix",0,9,https://avatars.githubusercontent.com/u/8503379?v=4,
pyGRETA,Python Generator of REnewable Time series and mAps: a tool that generates high-resolution potential maps and time series for user-defined regions within the globe.,tum-ens,https://github.com/tum-ens/pyGRETA.git,"renewable-energy,renewable-timeseries,potentials,wind,pv,csp,gis,high-resolution",Modeling and Optimization,"2021/09/29, 14:00:23",22,Python,tum-ens,Python,,"2019/03/08, 17:08:33",GPL-3.0,112,"2021/10/11, 10:38:26","bug,duplicate,enhancement,good first issue,help wanted,invalid,lowpriority,question,wontfix",0,7,https://avatars.githubusercontent.com/u/8157454?v=4,
PowSyBl,"An open source framework written in Java, that makes it easy to write complex software for power systems simulations and analysis.",powsybl,https://github.com/powsybl/powsybl-core.git,"powsybl,power-systems,power-system-simulation,energy-system,modular,extensible,cim,java,groovy",Modeling and Optimization,"2021/10/16, 14:53:09",77,Java,powsybl,"Java,Groovy,Shell,Batchfile,JavaScript",https://www.powsybl.org,"2017/09/29, 14:51:18",MPL-2.0,247,"2021/10/15, 11:34:15",":thumbsup: Top Issue!,Action DSL,AFS,Alpha feature,AMPL,Breaking Change,bug,CGMES,CI,CIM,Computation,Configuration,Contingency DSL,dependencies,Deprecated,Doc needed,duplicate,Dynamic,enhancement,extensions,Feature,Github Actions,good first issue,Groovy,help wanted,IEEE,IIDM,invalid,iTools,Java modules,Javadoc,LoadFlow,Loadflow validation,Log,Math,Matpower,MergingView,Performance,PR: conflict-with-master,PR: corrected,PR: do-not-merge,PR: does-not-compile,PR: next-release,PR: not-assigned,PR: ready-to-be-merged,PR: review-ongoing,PR: to-be-refactored,PR: unresolved,PR: waiting-for-correction,PR: waiting-for-coverage-test,PR: waiting-for-functional-test,PR: waiting-for-info-author,PR: waiting-for-info-general,PR: waiting-for-info-reviewer,PR: waiting-for-review,PSS/E,Quality,question,Refactoring,Release,Security Analysis,Sensitivity,Technical debt,Test,Tests needed,Time series,Travis,Triplestore,UCTE,unit test,vulnerability,wontfix,XIIDM",13,56,https://avatars.githubusercontent.com/u/29916668?v=4,
PowSyBl Open Load Flow,An open source implementation of the load flow API that can be found in PowSyBl Core. It supports AC Newtow-Raphson and linear DC calculation methods.,powsybl,https://github.com/powsybl/powsybl-open-loadflow.git,"powsybl,klu,power-systems,power-system-simulation,energy-system,java,load-flow,power-flow,loadflow,powerflow",Modeling and Optimization,"2021/10/14, 08:57:49",11,Java,powsybl,Java,,"2019/10/01, 13:48:47",MPL-2.0,167,"2021/10/14, 08:57:46","bug,dependencies,documentation,duplicate,enhancement,good first issue,help wanted,invalid,PR: do-not-merge,PR: next-release,question,wontfix",0,18,https://avatars.githubusercontent.com/u/29916668?v=4,
matpower,"A package of M-files for solving power flow, continuation power flow and optimal power flow problems using MATLAB or Octave.",MATPOWER,https://github.com/MATPOWER/matpower.git,"matpower,matpower-github",Modeling and Optimization,"2021/10/16, 14:22:12",222,MATLAB,MATPOWER,"MATLAB,TeX,Python,Dockerfile,M,Makefile,Shell",https://matpower.org,"2016/12/16, 19:12:30",CUSTOM,75,"2021/09/28, 01:18:16","bug,duplicate,enhancement,help wanted,invalid,question,wontfix",0,8,https://avatars.githubusercontent.com/u/22669039?v=4,
energyRt,Making Energy Systems Modeling as simple as a linear regression in R.,energyRt,https://github.com/energyRt/energyRt.git,"energy-models,gams,glpk,pyomo,julia",Modeling and Optimization,"2021/06/30, 14:16:32",16,R,,"R,Python,GAMS,Julia,AMPL",http://www.energyRt.org,"2016/03/17, 16:08:29",AGPL-3.0,84,"2021/09/29, 12:03:50","bug,duplicate,enhancement,help wanted,invalid,question,wontfix",0,5,https://avatars.githubusercontent.com/u/22669039?v=4,
MVS,"The multi-vector simulator allows the evaluation of local sector-coupled energy systems that include the energy carriers electricity, heat and/or gas.",rl-institut,https://github.com/rl-institut/multi-vector-simulator.git,,Modeling and Optimization,"2021/09/29, 13:27:10",13,Python,rl-institut,"Python,CSS",,"2019/07/29, 14:57:11",GPL-2.0,1281,"2021/09/29, 13:27:09","bug,decision wanted,documentation,duplicate,enhancement,good first issue,help wanted,invalid,open_plan,question,wontfix",3,11,https://avatars.githubusercontent.com/u/18393972?v=4,
PowNet,A least-cost optimization model for simulating the Unit Commitment and Economic Dispatch of large-scale (regional to country) power systems.,kamal0013,https://github.com/kamal0013/PowNet.git,"power-system-analysis,unit-commitment,economic-dispatch,transmission,dc-flow,n-1-criterion,water-energy-nexus,python,dispatchable-units,renewable-resources,electricity-supply,substations",Modeling and Optimization,"2021/09/07, 03:12:36",27,Jupyter Notebook,,"Jupyter Notebook,Python",,"2019/09/27, 03:03:01",MIT,35,"2021/04/13, 12:33:19","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,2,https://avatars.githubusercontent.com/u/18393972?v=4,
OpenIPSL,"A library of power system component models written in the Modelica language that can be used for power system dynamic analysis, such as phasor time-domain simulations.",OpenIPSL,https://github.com/OpenIPSL/OpenIPSL.git,,Modeling and Optimization,"2021/10/15, 14:48:01",40,Modelica,OpenIPSL,"Modelica,Python,TeX,Dockerfile",http://openipsl.org,"2016/04/16, 09:09:47",MPL-2.0,180,"2021/10/15, 20:09:58","BLOCKER,bug,CI,Cleanup,conversion,DOC,duplicate,enhancement,hacktoberfest-accepted,help wanted,invalid,octcompliance,OMrelated,PR Rulez,question,systemmodeler,task,tool-issue,wontfix,WorksForMe",0,17,https://avatars.githubusercontent.com/u/29949865?v=4,
pyam,"A Python package for data-wrangling, analysis and visualization of integrated-assessment scenarios and energy systems modeling results.",IAMconsortium,https://github.com/IAMconsortium/pyam.git,"integrated-assessment,scenario,analysis,iamc-format,visualization,macro-energy,energy-systems,modeling,timeseries-format,integrated-assessment-scenarios,scenario-data,pyam",Modeling and Optimization,"2021/10/11, 12:14:41",110,Python,IAMconsortium,"Python,TeX,Jupyter Notebook,Makefile,Batchfile",https://pyam-iamc.readthedocs.io/,"2017/12/06, 19:35:45",Apache-2.0,103,"2021/10/11, 12:26:25","bug,data back-end,data-ops,datetime,debiasing,dependencies,downscaling,duplicate,enhancement,extra-cols,generic-index-cols,good first issue,help wanted,iiasa-api,invalid,logging,next release,plotting,question,R,tutorial,wontfix",2,24,https://avatars.githubusercontent.com/u/19565808?v=4,
RAMP,"A bottom-up stochastic model for the generation of high-resolution multi-energy profiles, conceived for application in contexts where only rough information about users' behaviour are obtainable.",RAMP-project,https://github.com/RAMP-project/RAMP.git,,Modeling and Optimization,"2021/09/30, 19:11:52",19,Python,RAMP-project,Python,,"2019/02/20, 17:02:32",EUPL-1.2,44,"2021/07/23, 08:32:52","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,4,https://avatars.githubusercontent.com/u/65850039?v=4,
POMATO,An easy to use tool for the comprehensive analysis of the modern electricity market.,richard-weinhold,https://github.com/richard-weinhold/pomato.git,,Modeling and Optimization,"2021/10/13, 08:36:40",29,Python,,"Python,Julia",,"2020/05/12, 14:42:17",CUSTOM,153,"2021/07/23, 08:32:52","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,2,https://avatars.githubusercontent.com/u/65850039?v=4,
USelectricity,Forecast the US demand for electricity.,RamiKrispin,https://github.com/RamiKrispin/USelectricity.git,,Modeling and Optimization,"2021/10/18, 07:11:49",68,R,,"R,Shell,Dockerfile",https://ramikrispin.github.io/USelectricity/,"2021/01/14, 13:03:45",CUSTOM,5426,"2021/07/23, 08:32:52","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,1,https://avatars.githubusercontent.com/u/65850039?v=4,
reV,"Enables the efficient and scalable computation of renewable energy generation, levelized cost of energy, application of geospatial exclusion layers, and generation of renewable energy supply curves.",NREL,https://github.com/NREL/reV.git,,Modeling and Optimization,"2021/10/16, 17:18:07",34,Python,NREL,"Python,Tcl,Shell,Dockerfile",https://nrel.github.io/reV/,"2019/08/08, 21:54:39",BSD-3-Clause,426,"2021/10/11, 17:35:51","bug,documentation,duplicate,feature,question,refactor,Urgent,wontfix",0,5,https://avatars.githubusercontent.com/u/1906800?v=4,
openCEM,Capacity Expansion Model and Optimiser for the Australian National Energy Market.,openCEMorg,https://github.com/openCEMorg/openCEM.git,,Modeling and Optimization,"2021/06/03, 00:58:29",14,Python,openCEMorg,"Python,Dockerfile",,"2018/11/13, 03:41:55",GPL-3.0,61,"2021/06/03, 00:58:33","bug,dependencies,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,5,https://avatars.githubusercontent.com/u/44991012?v=4,
energy-py,Reinforcement learning for energy systems.,ADGEfficiency,https://github.com/ADGEfficiency/energy-py.git,"reinforcement-learning,energy",Modeling and Optimization,"2021/10/14, 11:57:58",152,Python,,"Python,Makefile",,"2017/04/03, 10:14:01",MIT,12,"2021/05/29, 15:55:13","bug,dependencies,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,1,https://avatars.githubusercontent.com/u/44991012?v=4,
onsset,A GIS based optimization tool that has been developed to support electrification planning and decision making for the achievement of energy access goals in currently unserved locations.,OnSSET,https://github.com/OnSSET/onsset.git,,Modeling and Optimization,"2021/10/05, 11:15:01",15,Python,OnSSET,"Python,Jupyter Notebook",http://www.onsset.org,"2019/05/27, 15:17:54",CUSTOM,7,"2021/08/24, 06:58:48","bug,clean-up,dependencies,docs,duplicate,enhancement,good first issue,help wanted,invalid,packaging&deployment,performance,question,testing,wontfix",0,8,https://avatars.githubusercontent.com/u/57988767?v=4,
whobs-server,"This is the code for the online optimization of zero-direct-emission electricity systems with wind, solar and storage (using batteries and electrolysed hydrogen gas) to provide a baseload electricity demand, using the cost and other assumptions of your choice.",PyPSA,https://github.com/PyPSA/whobs-server.git,,Modeling and Optimization,"2021/07/26, 13:41:25",23,Python,PyPSA,"Python,JavaScript,HTML,CSS",,"2019/01/01, 15:58:29",AGPL-3.0,2,"2021/04/19, 07:51:14","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,2,https://avatars.githubusercontent.com/u/32890768?v=4,
CityLearn,Official reinforcement learning environment for demand response and load shaping.,intelligent-environments-lab,https://github.com/intelligent-environments-lab/CityLearn.git,,Modeling and Optimization,"2021/10/15, 09:39:59",169,Jupyter Notebook,intelligent-environments-lab,"Jupyter Notebook,Python",,"2019/06/30, 02:41:48",MIT,22,"2021/06/15, 01:10:24","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,1,https://avatars.githubusercontent.com/u/29540963?v=4,
rl-testbed-for-energyplus,Reinforcement Learning Testbed for Power Consumption Optimization using EnergyPlus.,IBM,https://github.com/IBM/rl-testbed-for-energyplus.git,,Modeling and Optimization,"2021/10/12, 14:25:49",97,Python,IBM,"Python,Dockerfile",,"2018/08/03, 12:38:06",MIT,25,"2021/07/28, 01:02:43","bug,dependencies,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,6,https://avatars.githubusercontent.com/u/1459110?v=4,
tsam,A Python package which uses different machine learning algorithms for the aggregation of time series.,FZJ-IEK3-VSA,https://github.com/FZJ-IEK3-VSA/tsam.git,"clustering,timeseries,energy-system,typical-periods,optimization,aggregation",Modeling and Optimization,"2021/09/23, 14:00:53",81,Python,FZJ-IEK3-VSA,Python,,"2017/05/15, 08:36:11",CUSTOM,20,"2021/09/23, 14:00:50","bug,duplicate,enhancement,help wanted,invalid,question,wontfix",0,9,https://avatars.githubusercontent.com/u/28654423?v=4,
TimeSeriesClustering,"Provides simple integration of multi-dimensional time-series data (e.g. multiple attributes such as wind availability, solar availability, and electricity demand) in a single aggregation process.",holgerteichgraeber,https://github.com/holgerteichgraeber/TimeSeriesClustering.jl.git,"clustering,optimization,energy-systems,k-means-clustering,k-medoids-clustering,hierarchical-clustering,representative-days,time-series-aggregation,julia",Modeling and Optimization,"2021/10/05, 12:09:39",54,Julia,,"Julia,TeX",,"2018/09/19, 22:59:26",MIT,0,"2021/01/20, 11:19:21","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,7,https://avatars.githubusercontent.com/u/28654423?v=4,
MESSAGEix,"A versatile, dynamic systems-optimization modeling framework developed by the IIASA Energy, Climate, and Environment (ECE) Program since the 1980s.",iiasa,https://github.com/iiasa/message_ix.git,"energy-system,strategic-planning,integrated-assessment,integrated-assessment-model,gams,open-source",Modeling and Optimization,"2021/10/04, 05:17:24",62,Jupyter Notebook,iiasa,"Jupyter Notebook,GAMS,Python,R,Dockerfile",https://docs.messageix.org,"2017/12/04, 08:29:06",CUSTOM,207,"2021/10/01, 08:27:10","awaiting info,bug,ci,discuss,docs,duplicate,enh,good first issue,help wanted,invalid,macro,question,R,reporting,timeslice,wontfix,🏗️ WIP",3,20,https://avatars.githubusercontent.com/u/15230149?v=4,
