,project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update,project_age_in_years,activity,community,size,total_score
727,Bergen Layered Ocean Model,"Employs an isopycnic vertical coordinate, with near-isopycnic interior layers and variable density layers in the surface mixed boundary layer.",NorESMhub,https://github.com/NorESMhub/BLOM.git,github,,Hydrosphere,"2022/08/25, 09:16:27",9.0,0.0,4.0,True,Fortran,Norwegian Earth System Modeling hub,NorESMhub,"Fortran,C++,Shell,Python,Meson,C,Roff",,"2020/02/04, 16:32:04",935.0,LGPL-3.0,188.0,675.0,"2022/08/25, 09:16:33",21.0,119.0,155.0,67.0,2.0,3.0,1.3,0.6145038167938932,"2021/12/15, 11:50:52",v1.2.0,0.0,15.0,False,,False,True,,,https://github.com/NorESMhub,https://NorESM-docs.readthedocs.io/en/latest,,,,https://avatars.githubusercontent.com/u/12492281?v=4,,,,2.5616438356164384,2.2285478547854787,2.438943894389439,2.6295379537953796,0.7312666682733404
728,Oceananigans.jl,Fast and friendly fluid dynamics on CPUs and GPUs.,CliMA,https://github.com/CliMA/Oceananigans.jl.git,github,"climate,ocean,fluid-dynamics,julia,gpu,climate-change,machine-learning,data-assimilation",Hydrosphere,"2022/08/25, 03:24:51",703.0,0.0,207.0,True,Julia,Climate Modeling Alliance,CliMA,"Julia,Mathematica,Python,TeX,Dockerfile",https://clima.github.io/OceananigansDocumentation/stable,"2018/10/13, 14:15:44",1414.0,MIT,3208.0,10552.0,"2022/08/25, 03:24:55",278.0,1429.0,2328.0,665.0,2.0,26.0,1.2,0.6045593048188692,"2022/08/24, 03:29:16",v0.77.2,0.0,38.0,False,,False,True,,,https://github.com/CliMA,https://clima.caltech.edu,,,,https://avatars.githubusercontent.com/u/43161188?v=4,,,,3.873972602739726,3.094884488448845,2.57013201320132,3.8127062706270625,0.9371047075235923
730,LESbrary.jl,Generating a library of ocean turbulence large eddy simulation data to train ocean and climate models.,CliMA,https://github.com/CliMA/LESbrary.jl.git,github,,Hydrosphere,"2022/04/11, 23:11:24",25.0,0.0,13.0,True,Julia,Climate Modeling Alliance,CliMA,"Julia,Python",,"2019/08/08, 15:40:56",1115.0,MIT,32.0,591.0,"2022/04/11, 23:11:37",24.0,95.0,115.0,14.0,137.0,3.0,0.7,0.3368869936034115,"2022/01/21, 03:13:15",v0.1.0,0.0,8.0,False,,False,False,,,https://github.com/CliMA,https://clima.caltech.edu,,,,https://avatars.githubusercontent.com/u/43161188?v=4,,,,3.0547945205479454,2.317656765676568,1.7813531353135312,2.237623762376238,0.633850754832136
732,rrricanes,An R library that extracts information from Atlantic and east Pacific hurricanes and tropical storms.,ropensci,https://github.com/ropensci/rrricanes.git,github,"r,hurricane,weather,rstats,r-package,peer-reviewed",Hydrosphere,"2022/07/31, 23:17:57",23.0,0.0,1.0,True,R,rOpenSci,ropensci,"R,Dockerfile,Shell",https://docs.ropensci.org/rrricanes,"2016/11/28, 13:25:12",2098.0,CUSTOM,166.0,1458.0,"2022/05/31, 19:23:54",23.0,64.0,174.0,57.0,87.0,3.0,0.2,0.0694980694980694,"2017/07/16, 20:30:42",v0.2.0-6,0.0,9.0,True,"github,patreon,open_collective,ko_fi,tidelift,community_bridge,liberapay,issuehunt,otechie,custom",False,True,,,https://github.com/ropensci,https://ropensci.org/,"Berkeley, CA",,,https://avatars.githubusercontent.com/u/1200269?v=4,,,,5.747945205479452,2.379537953795379,1.372112211221122,2.523102310231023,0.6182965915653491
734,OpenDrift,"A software for modeling the trajectories and fate of objects or substances drifting in the ocean, or even in the atmosphere.",OpenDrift,https://github.com/OpenDrift/opendrift.git,github,"python,ocean-modelling,trajectory,ocean",Hydrosphere,"2022/08/25, 13:39:06",159.0,1.0,39.0,True,Python,OpenDrift,OpenDrift,"Python,Shell,Dockerfile",https://opendrift.github.io,"2013/12/16, 13:32:04",3176.0,GPL-2.0,605.0,3644.0,"2022/08/26, 14:27:48",73.0,620.0,849.0,300.0,1.0,6.0,0.0,0.2671806905799531,,,0.0,17.0,False,,False,True,nidhinp/ktest,,https://github.com/OpenDrift,https://opendrift.github.io/,,,,https://avatars.githubusercontent.com/u/23311271?v=4,,,,8.7013698630137,2.0618811881188117,1.4488448844884487,3.442244224422442,0.6703204902403049
735,OceanSpy,An open source and user-friendly Python package that enables scientists and interested amateurs to analyze and visualize ocean model datasets.,hainegroup,https://github.com/hainegroup/oceanspy.git,github,"oceanography,ocean,physical-oceanography",Hydrosphere,"2022/08/17, 22:33:24",66.0,0.0,19.0,True,Jupyter Notebook,Thomas Haine Research Group,hainegroup,"Jupyter Notebook,Python,CSS,TeX",https://oceanspy.readthedocs.io,"2018/04/09, 06:20:24",1601.0,MIT,42.0,1082.0,"2022/08/17, 22:39:46",16.0,176.0,238.0,56.0,9.0,0.0,0.3,0.5322916666666666,"2020/10/17, 13:09:41",v0.2.0,0.0,10.0,False,,False,True,,,https://github.com/hainegroup,,,,,https://avatars.githubusercontent.com/u/61514340?v=4,,,,4.3863013698630136,1.9224422442244227,1.966171617161716,2.768976897689769,0.6572971480772156
736,Iris,"A powerful, format-agnostic, community-driven Python package for analyzing and visualizing Earth science data.",SciTools,https://github.com/SciTools/iris.git,github,"iris,python,netcdf,grib,visualisation,data-analysis,earth-science,meteorology,oceanography,spaceweather",Hydrosphere,"2022/08/25, 09:43:21",503.0,0.0,63.0,True,Python,,SciTools,"Python,Makefile",https://scitools-iris.readthedocs.io/en/latest/,"2012/08/06, 10:09:14",3673.0,LGPL-3.0,368.0,5349.0,"2022/08/25, 16:02:52",200.0,3357.0,4678.0,843.0,2.0,34.0,1.8,0.8605714285714285,"2022/08/18, 13:50:29",v3.3.0rc0,13.0,84.0,False,,False,True,,,https://github.com/SciTools,https://scitools.org.uk/,,,,https://avatars.githubusercontent.com/u/1391487?v=4,,,,10.063013698630137,2.9265676567656764,2.90016501650165,3.910891089108911,0.9646301578481746
737,Veros,Powerful tool that makes high-performance ocean modeling approachable and fun.,team-ocean,https://github.com/team-ocean/veros.git,github,"oceanography,python,parallel,multi-core,geophysics,jax,climate,distributed,gpu",Hydrosphere,"2022/08/25, 11:01:21",231.0,4.0,89.0,True,Python,TeamOcean,team-ocean,"Python,Cython,Cuda,C",https://veros.readthedocs.io,"2017/04/06, 10:59:21",1969.0,MIT,244.0,1490.0,"2022/08/25, 11:02:21",10.0,321.0,359.0,139.0,2.0,0.0,0.0,0.2695214105793451,"2022/08/15, 07:44:16",v1.4.5,0.0,10.0,False,,False,False,"cwight2021/jupyter-docker-stacks,team-ocean/veros-extra-setups,ucphhpc/nbi-jupyter-docker-stacks,team-ocean/veros-bgc",,https://github.com/team-ocean,https://www.nbi.ku.dk/english/research/pice/oceanography/,Copenhagen,,,https://avatars.githubusercontent.com/u/57774860?v=4,,,,5.394520547945206,2.716171617161716,1.301155115511551,2.9810231023102314,0.6844046610887772
738,oce,An R package for oceanographic processing.,dankelley,https://github.com/dankelley/oce.git,github,"oceanography,r",Hydrosphere,"2022/08/23, 19:31:54",125.0,0.0,20.0,True,R,,,"R,C++,C,Fortran,HTML,Makefile,MATLAB,TeX,Shell,Python",http://dankelley.github.io/oce/,"2010/03/19, 21:23:42",4543.0,GPL-3.0,559.0,9617.0,"2022/08/23, 19:32:54",14.0,126.0,1974.0,125.0,3.0,0.0,0.7,0.0460268606603245,"2022/03/30, 13:27:08",v1.7.2,0.0,12.0,False,,True,True,,,,,,,,,,,,12.446575342465753,2.613861386138614,1.6485148514851486,3.312706270627063,0.7404584524427483
740,Ocean-Data-Map-Project,A Data Visualization tool that enables users to discover and view 3D ocean model output quickly and easily.,DFO-Ocean-Navigator,https://github.com/DFO-Ocean-Navigator/Ocean-Data-Map-Project.git,github,"science,ocean-model,oceanography,javascript,netcdf,python,ocean-navigator,gis,data-visualization",Hydrosphere,"2022/08/26, 13:22:48",37.0,0.0,7.0,True,Python,Ocean Navigator,DFO-Ocean-Navigator,"Python,JavaScript,HTML,SCSS,Shell,CSS,EJS",http://navigator.oceansdata.ca,"2017/07/06, 19:29:57",1877.0,GPL-3.0,121.0,1283.0,"2022/08/26, 13:22:49",193.0,532.0,872.0,154.0,1.0,10.0,1.2,0.605724838411819,"2022/08/24, 15:56:35",v7.5-rc0,3.0,17.0,False,,False,False,,,https://github.com/DFO-Ocean-Navigator,http://navigator.oceansdata.ca,,,,https://avatars.githubusercontent.com/u/29958846?v=4,,,,5.142465753424657,2.59983498349835,2.432343234323432,3.2747524752475248,0.8239966134691022
741,marineHeatWaves,A module for Python which implements the Marine Heatwave definition of Hobday et al. (2016).,ecjoliver,https://github.com/ecjoliver/marineHeatWaves.git,github,,Hydrosphere,"2022/05/19, 18:17:09",70.0,0.0,23.0,True,Python,,,Python,,"2015/04/28, 07:33:04",2678.0,CUSTOM,1.0,48.0,"2022/08/26, 13:22:49",3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"2016/03/16, 06:12:02",v0.16,0.0,1.0,False,,False,False,,,,,,,,,,,,7.336986301369863,0.4991749174917492,0.31683168316831684,0.13861386138613863,0.10020855985605441
742,heatwaveR,Contains the original functions from the RmarineHeatWaves package that calculate and display marine heatwaves according to the definition of Hobday et al. (2016).,robwschlegel,https://github.com/robwschlegel/heatwaveR.git,github,,Hydrosphere,"2022/06/23, 13:27:24",29.0,0.0,8.0,True,R,,,"R,C++,HTML",https://robwschlegel.github.io/heatwaveR/,"2018/04/24, 09:33:11",1586.0,CUSTOM,23.0,498.0,"2022/04/03, 12:48:55",1.0,2.0,22.0,6.0,146.0,0.0,0.5,0.3478260869565217,"2021/01/11, 09:58:38",v0.4.5,0.0,3.0,False,,True,True,,,,,,,,,,,,4.345205479452055,1.9405940594059405,1.4372937293729373,1.0346534653465347,0.4542778586835458
743,MITgcm,A flexible non-hydrostatic formulation that efficiently simulates fluid phenomena over a wide range of scales.,MITgcm,https://github.com/MITgcm/MITgcm.git,github,"ocean-modelling,mitgcm,gfd,automatic-differentiation,data-assimilation,exoplanets,climate-science",Hydrosphere,"2022/08/17, 15:51:24",252.0,0.0,54.0,True,Fortran,MITgcm,MITgcm,"Fortran,C,MATLAB,Jupyter Notebook,Shell,Python,Sage,HTML,Makefile,Perl,Roff,TeX,M,Slice,Terra,Limbo,Mercury,Objective-C,ColdFusion,Awk,Dockerfile,sed,Verilog",http://mitgcm.org/,"2018/01/31, 20:38:06",1668.0,MIT,169.0,19666.0,"2022/08/11, 21:44:31",124.0,429.0,523.0,120.0,15.0,18.0,4.4,0.4949039176133347,"2022/04/27, 17:29:53",checkpoint68i,1.0,56.0,False,,False,False,,,https://github.com/MITgcm,,,,,https://avatars.githubusercontent.com/u/11047419?v=4,,,,4.5698630136986305,2.633663366336634,2.665841584158416,3.6468646864686467,0.8850627949214941
744,VAPOR,"The Visualization and Analysis Platform for Ocean, Atmosphere and Solar Researchers.",NCAR,https://github.com/NCAR/VAPOR.git,github,"visualization,atmosphere,science",Hydrosphere,"2022/08/26, 17:22:15",119.0,0.0,20.0,True,C++,National Center for Atmospheric Research,NCAR,"C++,C,Python,GLSL,NCL,CMake,IDL,Perl,Shell,Prolog,HTML,Dockerfile,Objective-C++,Awk,Batchfile",https://www.vapor.ucar.edu/,"2017/06/14, 19:25:05",1899.0,CUSTOM,133.0,4369.0,"2022/08/26, 17:22:16",454.0,1185.0,2743.0,303.0,1.0,6.0,1.7,0.7066900379783816,"2022/08/26, 16:40:40",Weekly,0.0,11.0,False,,False,True,,,https://github.com/NCAR,http://ncar.ucar.edu,"Boulder, CO",,,https://avatars.githubusercontent.com/u/2007542?v=4,,,,5.2027397260273975,2.6955445544554455,2.505775577557756,3.4843234323432344,0.859982030503731
745,CoralNet,A repository and resource for benthic image analysis.,beijbom,https://github.com/beijbom/coralnet.git,github,,Hydrosphere,"2022/08/26, 21:08:30",30.0,0.0,6.0,True,Python,,,"Python,JavaScript,Jupyter Notebook,HTML,CSS",http://coralnet.ucsd.edu/,"2016/03/09, 21:20:31",2361.0,BSD-2-Clause,73.0,2445.0,"2022/08/05, 00:40:04",163.0,129.0,274.0,39.0,22.0,0.0,0.0,0.2851600387972842,,,0.0,6.0,False,,False,False,,,,,,,,,,,,6.468493150684932,1.8168316831683171,1.1097359735973598,2.6905940594059405,0.5431471427529463
746,Ferret,An interactive computer visualization and analysis environment designed to meet the needs of oceanographers and meteorologists analyzing large and complex gridded datasets.,NOAA-PMEL,https://github.com/NOAA-PMEL/Ferret.git,github,,Hydrosphere,"2020/12/14, 19:08:18",45.0,0.0,5.0,True,Fortran,Pacific Marine Environmental Laboratory,NOAA-PMEL,"Fortran,Gnuplot,C,PostScript,HTML,Shell,Roff,Makefile,C++,PHP,M4,Objective-C,Assembly,Forth,NASL,Pascal,sed,Awk,Max,DIGITAL Command Language",https://ferret.pmel.noaa.gov/Ferret/,"2016/02/09, 21:14:32",2390.0,Unlicense,0.0,8191.0,"2021/08/05, 21:47:48",586.0,8.0,1408.0,1.0,386.0,0.0,0.0,0.3447228549734245,"2020/06/25, 18:16:32",v7.6.0,0.0,6.0,False,,False,False,,,https://github.com/NOAA-PMEL,http://www.pmel.noaa.gov,"Seattle, WA",,,https://avatars.githubusercontent.com/u/16405663?v=4,,,,6.5479452054794525,1.4628712871287128,1.1872937293729373,2.538778877887789,0.5016122422304097
747,ccpp-physics,"The Common Community Physics Package is designed to facilitate the implementation of physics innovations in state-of-the-art atmospheric models, the use of various models to develop physics, and the acceleration of transition of physics innovations to operational NOAA models.",NCAR,https://github.com/NCAR/ccpp-physics.git,github,,Hydrosphere,"2022/08/16, 13:43:45",41.0,0.0,14.0,True,Fortran,National Center for Atmospheric Research,NCAR,"Fortran,TeX,CSS,CMake,JavaScript,HTML,Python",,"2017/06/08, 17:03:06",1906.0,CUSTOM,1079.0,4289.0,"2022/08/24, 19:11:07",45.0,710.0,864.0,396.0,2.0,4.0,3.7,0.6795263559969442,"2022/08/01, 20:03:07",v6.0.0,0.0,61.0,False,,False,False,,,https://github.com/NCAR,http://ncar.ucar.edu,"Boulder, CO",,,https://avatars.githubusercontent.com/u/2007542?v=4,,,,5.221917808219178,2.923267326732673,2.8580858085808583,3.677392739273927,0.9399654703523449
748,rnoaa,An R interface to many National Oceanic and Atmospheric Administration data sources.,ropensci,https://github.com/ropensci/rnoaa.git,github,"noaa,climate,rstats,noaa-data,r,r-package",Hydrosphere,"2022/05/25, 16:50:19",310.0,0.0,30.0,True,R,rOpenSci,ropensci,"R,JavaScript,Makefile",https://docs.ropensci.org/rnoaa,"2013/07/08, 22:31:24",3336.0,CUSTOM,21.0,1336.0,"2022/02/16, 13:36:52",21.0,55.0,390.0,3.0,192.0,1.0,1.1,0.1850180505415162,"2021/11/18, 23:21:47",c1.3.7,0.0,42.0,False,,False,True,,,https://github.com/ropensci,https://ropensci.org/,"Berkeley, CA",,,https://avatars.githubusercontent.com/u/1200269?v=4,,,,9.139726027397261,2.0371287128712874,2.122112211221122,2.988448844884488,0.7054100846568688
749,parcels,"Can be used to track passive and active particulates such as water, plankton, plastic and fish.",OceanParcels,https://github.com/OceanParcels/parcels.git,github,"ocean-circulation-models,lagrangian-ocean-modelling,particles",Hydrosphere,"2022/08/24, 13:02:20",224.0,7.0,49.0,True,Jupyter Notebook,,OceanParcels,"Jupyter Notebook,Python,C",http://www.oceanparcels.org,"2015/09/29, 09:43:00",2524.0,MIT,281.0,5080.0,"2022/08/26, 06:09:00",47.0,669.0,1111.0,94.0,1.0,11.0,0.0,0.5573634859349146,"2022/07/13, 15:42:22",v2.3.1,0.0,43.0,False,,True,False,"ngam/ngc-ext-pangeo,nia-jones/offer_day_sos,UBC-MOAD/MoaceanParcels,pgader/FundAndAppl-AI-STEM,axiom-data-science/oot-workflows,Orthogonal-Research-Lab/CGS,jimboH/CGS",,https://github.com/OceanParcels,http://oceanparcels.org,,,,https://avatars.githubusercontent.com/u/14887518?v=4,,,,6.9150684931506845,2.5297029702970297,1.9389438943894388,3.686468646864687,0.7955587530003093
750,MOHID-Lagrangian,"Mainly developed for oceanographic and fluvial modeling, application to atmospheric and other planetary settings should be trivial.",Mohid-Water-Modelling-System,https://github.com/Mohid-Water-Modelling-System/MOHID-Lagrangian.git,github,"fortran,lagrangian-ocean-modelling,oop,mohid",Hydrosphere,"2022/02/14, 09:58:39",15.0,0.0,0.0,True,C,MOHIDWater Modelling System,Mohid-Water-Modelling-System,"C,Fortran,Makefile,Shell,HTML,C++,M4,CMake,Roff,PLSQL,TeX,Pascal,LiveScript,Assembly,Python,Yacc,Ada,Perl,C#,Lex,Java,DIGITAL Command Language,Batchfile,CSS,Pawn,Tcl,SAS,Module Management System,Scilab",,"2018/02/23, 14:31:13",1646.0,GPL-3.0,4.0,1538.0,"2022/08/03, 09:54:33",2.0,89.0,90.0,4.0,24.0,0.0,0.3,0.2056293979671618,"2020/11/17, 13:48:18",v20.10,0.0,4.0,False,,False,False,,,https://github.com/Mohid-Water-Modelling-System,www.mohid.com,"Lisbon, Portugal",,,https://avatars.githubusercontent.com/u/15635544?v=4,,,,4.50958904109589,1.3457095709570956,1.277227722772277,2.1955445544554455,0.47052854053736487
751,Mohid,"A modular finite volumes water-modeling system written in ANSI-Fortran95 using an Object-oriented programming philosophy, integrating diverse mathematical models and supporting graphical user interfaces that manage all the pre- and post-processing.",Mohid-Water-Modelling-System,https://github.com/Mohid-Water-Modelling-System/Mohid.git,github,,Hydrosphere,"2022/08/26, 19:00:25",57.0,0.0,6.0,True,Fortran,MOHIDWater Modelling System,Mohid-Water-Modelling-System,"Fortran,C,Roff,C++,C#,Shell,Pascal,Makefile,Cuda,Rich Text Format,CMake,Batchfile",http://www.mohid.com,"2015/11/05, 16:52:33",2487.0,GPL-3.0,76.0,2965.0,"2022/08/26, 15:15:29",10.0,47.0,53.0,10.0,1.0,0.0,0.0,0.5792894280762565,"2021/11/10, 17:38:51",v21.10,0.0,24.0,False,,False,False,,,https://github.com/Mohid-Water-Modelling-System,www.mohid.com,"Lisbon, Portugal",,,https://avatars.githubusercontent.com/u/15635544?v=4,,,,6.813698630136987,1.6988448844884487,1.867986798679868,2.6353135313531353,0.6113304308865151
752,AIBECS.jl,A Julia package that provides ocean biogeochemistry modelers with an easy-to-use interface for creating and running models of the ocean system.,JuliaOcean,https://github.com/JuliaOcean/AIBECS.jl.git,github,"ocean,oceanography,ocean-circulation,modeling,model,models,global,optimization,inverse-model,marine,marine-tracer,tracer,transport,julia,awesome,biogeochemistry,biogeochemical,biogeochemical-model,pathways,fluxes",Hydrosphere,"2022/07/12, 04:54:18",31.0,0.0,6.0,True,Julia,,JuliaOcean,Julia,,"2019/05/08, 05:03:31",1207.0,MIT,23.0,369.0,"2022/07/12, 04:54:18",30.0,35.0,63.0,13.0,46.0,0.0,0.0,0.0488505747126436,"2022/07/12, 05:11:36",v0.13.1,0.0,3.0,False,,False,False,,,https://github.com/JuliaOcean,,,,,https://avatars.githubusercontent.com/u/41747359?v=4,,,,3.3068493150684932,2.2483498349834985,0.6674917491749175,1.504950495049505,0.439717203437902
753,CDFTOOLS,A Fortran package for analysis and diagnostics on NEMO ocean model output.,meom-group,https://github.com/meom-group/CDFTOOLS.git,github,,Hydrosphere,"2022/06/20, 13:37:18",26.0,0.0,8.0,True,Fortran,MEOM Research Group,meom-group,"Fortran,HTML,TeX,Makefile,Smarty,Shell,Pug,Ada,CSS",,"2016/09/15, 12:05:01",2172.0,MIT,47.0,1360.0,"2021/07/08, 11:43:53",20.0,26.0,30.0,0.0,415.0,2.0,0.0,0.0437549721559268,"2017/07/21, 13:07:56",v3.0.2,0.0,10.0,False,,False,False,,,https://github.com/meom-group,http://meom-group.github.io/,"Grenoble, France",,,https://avatars.githubusercontent.com/u/18685991?v=4,,,,5.950684931506849,1.7887788778877887,1.0701320132013201,2.0627062706270625,0.48306590454243487
754,GOTM,The General Ocean Turbulence Model is an ambitious name for a one-dimensional water column model for marine and limnological applications.,gotm-model,https://github.com/gotm-model/code.git,github,,Hydrosphere,"2022/08/25, 06:13:43",33.0,0.0,4.0,True,Fortran,GOTM,gotm-model,"Fortran,Pascal,C,CMake,Python,Shell",https://gotm.net,"2015/12/11, 10:46:27",2451.0,GPL-2.0,31.0,2204.0,"2022/08/01, 18:58:11",16.0,11.0,19.0,6.0,25.0,6.0,0.2,0.4755043227665706,"2021/03/08, 15:47:32",v6.0.0,0.0,8.0,False,,False,False,,,https://github.com/gotm-model,https://gotm.net,,,,https://avatars.githubusercontent.com/u/16253606?v=4,,,,6.715068493150685,1.7087458745874586,1.7648514851485149,1.8407590759075907,0.5341488301519416
755,pyroms,A collection of tools to process input and output files from the Regional Ocean Modeling System.,ESMG,https://github.com/ESMG/pyroms.git,github,,Hydrosphere,"2022/06/03, 16:58:44",100.0,0.0,15.0,True,Python,,ESMG,"Python,Fortran,Makefile",,"2010/10/21, 17:22:48",4328.0,CUSTOM,4.0,158.0,"2022/06/03, 21:10:32",19.0,14.0,24.0,3.0,84.0,1.0,0.1,0.2195121951219512,"2020/03/25, 21:48:47",v1.0.0,0.0,9.0,False,,False,False,,,https://github.com/ESMG,,,,,https://avatars.githubusercontent.com/u/18122841?v=4,,,,11.857534246575343,1.4612211221122111,1.4579207920792079,1.3762376237623761,0.43441056563018027
756,Intro to Physical Oceanography,Course materials for Introduction to Physical Oceanography.,rabernat,https://github.com/rabernat/intro_to_physical_oceanography.git,github,,Hydrosphere,"2021/12/06, 22:08:03",84.0,0.0,20.0,True,Jupyter Notebook,,,"Jupyter Notebook,TeX,Python,CSS",http://rabernat.github.io/intro_to_physical_oceanography,"2015/08/31, 21:28:36",2552.0,MIT,56.0,185.0,"2018/12/01, 02:17:52",4.0,4.0,4.0,0.0,1365.0,1.0,0.0,0.0251572327044025,,,0.0,2.0,False,,False,False,,,,,,,,,,,,6.991780821917808,1.7326732673267324,0.5305280528052805,0.6311881188118812,0.29635643801583117
