project_name,oneliner,git_namespace,git_url,topics,rubric,last_update,stargazers_count,number_of_dependents,stars_last_year,project_active_checkbox,dominating_language,organization,organization_user_name,languages,homepage,created,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,open_pullrequests,reviews_per_pr,community_development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,organization_avatar,dependents_repos
Climate categories,"Commonly used codes, categories, terminologies, and nomenclatures used in climate policy analysis in a nice Python package.",pik-primap,https://github.com/pik-primap/climate_categories.git,"climate-change,climate-data",Earth Climate Datasets and Tools,"2021/11/25, 15:30:14",4,0,4,true,Python,PRIMAP,pik-primap,"Python,Makefile",https://climate-categories.readthedocs.io/,"2021/01/19, 16:51:03",CUSTOM,295,344,"2021/11/23, 10:51:16",5,43,46,0,3.1,0.17228464419475653,"2021/11/25, 15:26:59",v0.7.1,0,4,false,,false,true,https://avatars.githubusercontent.com/u/76953766?v=4,
PRISM,"Assesses the potential risk and forecasts the impact of climate hazards on the most vulnerable communities, in order to design risk reduction activities and target disaster responses.",WFP-VAM,https://github.com/WFP-VAM/prism-frontend.git,,Earth Climate Datasets and Tools,"2021/11/26, 16:50:33",16,0,11,true,TypeScript,WFP-VAM,WFP-VAM,"TypeScript,Python,HTML,Makefile,CSS,Shell,Dockerfile",,"2020/03/12, 01:08:04",MIT,105,168,"2021/11/26, 16:50:30",64,170,255,7,0.5,0.69375,,,4,11,false,,false,false,https://avatars.githubusercontent.com/u/19554115?v=4,
ClimateSatellite.jl,Julia package that downloads measurements and observational of climate satellite mission data.,JuliaClimate,https://github.com/JuliaClimate/ClimateSatellite.jl.git,"climate,climate-analysis,climate-science,gpm-imerg",Earth Climate Datasets and Tools,"2021/11/25, 18:42:29",34,0,24,true,Julia,JuliaClimate,,Julia,,"2019/10/03, 16:20:17",MIT,2,213,"2020/05/04, 07:43:30",4,6,6,0,0.0,0.005076142131979711,"2020/10/20, 00:30:31",v0.4.3,0,3,false,,false,false,https://avatars.githubusercontent.com/u/41747566?v=4,
RadiativeTransfer.jl,A full end-to-end modular software suite for radiative transfer and related atmospheric analysis.,RadiativeTransfer,https://github.com/RadiativeTransfer/RadiativeTransfer.jl.git,,Earth Climate Datasets and Tools,"2021/11/16, 13:32:07",20,0,14,true,Julia,,RadiativeTransfer,Julia,,"2020/07/02, 16:53:51",MIT,202,486,"2021/09/27, 22:36:55",1,101,106,0,0.0,0.10231023102310233,"2021/09/27, 18:16:20",v0.4.2,0,4,false,,true,false,https://avatars.githubusercontent.com/u/83097293?v=4,
Pymagicc,A Python wrapper around the reduced complexity climate model.,openscm,https://github.com/openscm/pymagicc.git,"climate-model,magicc-model,python-wrapper",Earth Climate Datasets and Tools,"2021/11/24, 11:06:17",34,7,7,true,Jupyter Notebook,openscm,OpenSCM,"Jupyter Notebook,Python,Makefile,TeX,Dockerfile",https://pymagicc.readthedocs.io/,"2017/02/03, 10:34:12",BSD-3-Clause,90,1376,"2021/08/04, 11:49:46",34,196,303,2,1.2,0.24344569288389517,"2019/09/04, 23:37:04",v2.0.0-beta,4,6,false,,false,false,https://avatars.githubusercontent.com/u/62363211?v=4,"vishwaspuriofficial/streamlit,hsbay/cdrmex,openscm/openscm-runner,billbwu/germ,24hOrBust/RisingTide,znicholls/netcdf-scm,openscm/openscm"
CMAQ,Code base for the U.S. EPA's Community Multiscale Air Quality Model.,USEPA,https://github.com/USEPA/CMAQ.git,,Air,"2021/11/17, 12:36:17",168,0,40,true,Fortran,USEPA,U.S. Environmental Protection Agency,"Fortran,Shell,Makefile,Roff,Perl,Asymptote,C,E,NASL,SystemVerilog,TeX,EmberScript,Python",,"2016/09/06, 13:36:41",BSD-3-Clause,354,8046,"2021/10/13, 17:18:34",0,124,162,0,0.0,0.7805399106622646,"2021/08/18, 14:01:49",CMAQv5.3.3_17Aug2021,0,31,false,,false,false,https://avatars.githubusercontent.com/u/1304320?v=4,
AMET,A suite of software designed to facilitate the analysis and evaluation of predictions from meteorological and air quality models.,USEPA,https://github.com/USEPA/AMET.git,,Air,"2021/07/30, 03:39:44",13,0,4,true,R,USEPA,U.S. Environmental Protection Agency,"R,Shell,Fortran,Makefile",,"2017/04/12, 19:42:32",BSD-3-Clause,7,555,"2021/07/07, 11:07:38",1,79,94,0,0.0,0.25177304964539005,,,0,7,false,,false,false,https://avatars.githubusercontent.com/u/1304320?v=4,
shoot-i-smoke,See your city's air pollution measured in daily cigarettes.,shootismoke,https://github.com/shootismoke/mobile-app.git,"cigarettes,pollution,expo,functional-programming,climate-change,sustainability,global-warming,aqi,air-pollution,react-native,hacktoberfest",Air,"2021/11/26, 20:28:05",341,0,70,true,TypeScript,Sh**t! I Smoke,shootismoke,"TypeScript,JavaScript,Shell",https://shootismoke.app,"2018/03/23, 17:09:22",GPL-3.0,63,734,"2021/09/13, 20:37:23",22,832,902,4,0.0,0.12146892655367236,,,3,30,false,,false,true,https://avatars.githubusercontent.com/u/38987097?v=4,
airqmon,A macOS menu bar application that displays live air quality data from the nearest sensor station.,jsynowiec,https://github.com/jsynowiec/airqmon.git,"electron,react,typescript,air-quality,airly,macos-menubar,air-quality-monitor,poland,macos,smog,air-pollution,sensor-station,graphql",Air,"2021/10/27, 11:15:14",84,0,12,true,TypeScript,Sh**t! I Smoke,,"TypeScript,Less,JavaScript",https://airqmon.app,"2017/11/16, 12:34:38",Apache-2.0,32,435,"2021/05/07, 15:46:29",7,12,43,0,0.1,0.012135922330097082,"2021/03/02, 09:02:36",v2.1.0,2,4,false,,false,false,https://avatars.githubusercontent.com/u/38987097?v=4,
opendata-stuttgart,The maintained main firmware for the Luftdaten.Info Sensor.,opendata-stuttgart,https://github.com/opendata-stuttgart/sensors-software.git,"sensor,arduino,iot,iot-device",Air,"2021/11/26, 11:58:44",504,0,71,true,C++,Open Data Stuttgart,opendata-stuttgart,"C++,C,Python,R,Lua,Perl,Shell,JavaScript,Makefile,CSS,Processing,HTML",,"2015/04/04, 20:23:57",Apache-2.0,2,1572,"2021/11/14, 21:55:27",179,410,754,5,0.0,0.6846435100548446,"2020/11/29, 16:24:31",NRZ-2020-133,0,51,false,,false,true,https://avatars.githubusercontent.com/u/11635590?v=4,
AirCasting,"The project aims to build a platform for gathering, visualization and sharing of environmental data.",HabitatMap,https://github.com/HabitatMap/AirCasting.git,,Air,"2021/11/23, 16:42:41",52,0,5,true,Ruby,HabitatMap,HabitatMap,"Ruby,Elm,JavaScript,SCSS,HTML,Haml,Shell",http://aircasting.org,"2012/01/17, 13:18:37",AGPL-3.0,22,3187,"2021/08/31, 16:41:56",33,405,422,30,0.0,0.707990115321252,,,0,20,false,,false,false,https://avatars.githubusercontent.com/u/4368191?v=4,
openair,An R package developed for the purpose of analyzing air quality data — or more generally atmospheric composition data.,davidcarslaw,https://github.com/davidcarslaw/openair.git,"air-quality,meteorology,air-quality-data,openair",Air,"2021/11/22, 17:43:51",211,0,39,true,R,HabitatMap,,"R,C++,C",http://davidcarslaw.github.io/openair/,"2015/01/15, 16:00:35",AGPL-3.0,39,893,"2021/11/15, 17:52:02",163,15,111,5,0.0,0.011922503725782407,,,0,7,false,,false,false,https://avatars.githubusercontent.com/u/4368191?v=4,
ropenaq,"A community of scientists, software developers and lovers of open environmental data who are building an open, real-time database that provides programmatic and historical access to air quality data.",ropensci,https://github.com/ropensci/ropenaq.git,"openaq,openaq-api,openaq-data,air-quality,air-pollution,air-pollution-levels,air,r,rstats,r-package,peer-reviewed",Air,"2021/10/13, 15:37:54",68,0,4,false,R,ropensci,rOpenSci,R,https://docs.ropensci.org/ropenaq,"2015/12/30, 11:29:11",AGPL-3.0,0,438,"2020/11/08, 12:34:02",10,9,52,3,0.8888888888888888,0.03818615751789978,"2020/07/28, 06:27:44",v0.2.10,0,6,false,,false,false,https://avatars.githubusercontent.com/u/1200269?v=4,
airQualityMeter,"Detects air particulate matter (PM - pm1, pm2.5, pm10) concentrations and sends data to an MQTT server.",rpanfili,https://github.com/rpanfili/airQualityMeter.git,"arduino,air,airquality,esp8266,esp32,nodemcu,iot,particles,pms5003,pms5003st,pm10,plantower",Air,"2021/09/19, 22:44:43",16,0,7,false,C++,ropensci,,C++,,"2018/12/01, 10:52:50",GPL-3.0,0,22,"2020/03/01, 13:17:52",3,0,4,0,0,0.0,"2020/02/19, 20:28:39",v1.1.1,0,1,false,,false,false,https://avatars.githubusercontent.com/u/1200269?v=4,
Air-Trends-Report,"Source code for EPA's annual air trends report on air quality, emissions and visibility trends.",USEPA,https://github.com/USEPA/Air-Trends-Report.git,,Air,"2021/06/30, 23:32:07",12,0,1,true,JavaScript,USEPA,U.S. Environmental Protection Agency,"JavaScript,HTML,CSS",,"2016/09/13, 14:57:03",GPL-3.0,1,52,"2017/09/01, 20:46:35",0,3,3,0,0.0,0.2727272727272727,,,0,3,false,,false,false,https://avatars.githubusercontent.com/u/1304320?v=4,
openaq-api,This is the main API for the OpenAQ project written in JavaScript.,openaq,https://github.com/openaq/openaq-api.git,,Air,"2021/11/22, 10:52:22",153,0,15,true,JavaScript,OpenAQ Platform,openaq,"JavaScript,Shell,Dockerfile",,"2015/07/17, 17:48:52",CUSTOM,0,504,"2021/04/21, 11:38:52",53,236,429,18,0.1,0.3791946308724832,,,0,12,false,,false,true,https://avatars.githubusercontent.com/u/11806583?v=4,
OpenAQ Data Ingest Pipeline,A tool to collect data for OpenAQ platform.,openaq,https://github.com/openaq/openaq-fetch.git,air-quality,Air,"2021/11/26, 22:09:54",69,0,13,true,JavaScript,openaq,OpenAQ Platform,"JavaScript,Shell,Dockerfile",,"2015/10/26, 23:41:23",MIT,99,879,"2021/11/26, 17:08:30",154,520,723,35,0.1,0.5723830734966593,,,0,23,false,,false,true,https://avatars.githubusercontent.com/u/11806583?v=4,
breethe-server,Breethe allows instant access to up to date air quality data for locations in Europe.,simplabs,https://github.com/simplabs/breethe-server.git,,Air,"2021/03/08, 04:27:40",36,0,2,true,Elixir,simplabs,simplabs,Elixir,https://breethe.app,"2018/03/05, 08:54:20",MIT,9,395,"2021/07/28, 04:17:56",12,229,265,7,0.0,0.18222222222222217,,,0,4,false,,false,false,https://avatars.githubusercontent.com/u/56627?v=4,
SMOKE,Create emissions inputs for multiple air quality modeling systems with unmatched speed and flexibility.,CEMPD,https://github.com/CEMPD/SMOKE.git,,Air,"2021/11/08, 19:32:06",28,0,2,true,Fortran,Center for Environmental Modeling for Policy Development,CEMPD,"Fortran,Perl,Python,Shell,Makefile",https://www.cmascenter.org/smoke/,"2015/07/27, 18:24:35",MIT,24,3915,"2021/10/14, 17:30:43",7,8,37,0,0.125,0.2840300107181136,"2021/01/29, 22:29:42",SMOKEv481_Jan2021,0,6,false,,false,false,https://avatars.githubusercontent.com/u/10236376?v=4,
inmap,A multi-scale emissions-to-health impact model for fine particulate matter (PM2.5) that mechanistically evaluates air quality and health benefits of perturbations to baseline emissions.,spatialmodel,https://github.com/spatialmodel/inmap.git,,Air,"2021/11/15, 18:12:35",38,1,14,true,Go,,spatialmodel,"Go,HTML,Jupyter Notebook,JavaScript,C#,Python,CSS,Dockerfile,Shell,Makefile",,"2016/04/26, 03:47:17",GPL-3.0,22,678,"2021/08/04, 02:52:52",10,75,90,5,0.2,0.030674846625766916,"2021/08/09, 18:20:12",v1.9.0,0,9,false,,false,false,https://avatars.githubusercontent.com/u/18638369?v=4,ctessum/cityaq
Open Source EMEP MSC-W model,"Designed to calculate air concentrations and deposition fields for major acidifying and eutrophying pollutants, photo-oxidants and particulate matter.",metno,https://github.com/metno/emep-ctm.git,,Air,"2021/06/18, 13:11:36",19,0,4,true,,Norwegian Meteorological Institute,metno,,,"2016/08/15, 10:51:19",GPL-3.0,0,203,"2021/11/02, 13:07:22",21,2,77,0,0.5,0.034682080924855474,"2020/11/03, 11:54:50",rv4_36,0,3,false,,false,false,https://avatars.githubusercontent.com/u/893264?v=4,
Rpollution,The goal of Rpollution is to assemble R functions to analyze air pollution data.,openvironment,https://github.com/openvironment/Rpollution.git,,Air,"2021/01/13, 12:50:13",7,0,1,true,HTML,Openvironment,openvironment,"HTML,R",,"2018/02/05, 22:10:06",MIT,1,29,"2020/04/25, 17:52:40",2,1,2,2,0.0,0.0357142857142857,,,0,2,false,,false,false,https://avatars.githubusercontent.com/u/46464225?v=4,
YETI,A bottom-up traffic emission calculation tool developed at the Institute for Advanced Sustainability Studies in Potsdam and built in Python.,twollnik,https://github.com/twollnik/YETI.git,,Air,"2020/12/03, 16:35:35",4,0,1,false,Python,Openvironment,,"Python,Makefile",https://www.iass-potsdam.de/en,"2019/06/18, 15:54:19",GPL-3.0,0,209,"2019/08/30, 07:06:19",15,18,35,1,0.0,0.0,"2019/07/31, 10:33:56",v1.2.0,0,1,false,,false,false,https://avatars.githubusercontent.com/u/46464225?v=4,
PM2.5-GNN,A Domain Knowledge Enhanced Graph Neural Network For PM2.5 Forecasting.,shawnwang-tech,https://github.com/shawnwang-tech/PM2.5-GNN.git,,Air,"2021/11/21, 02:09:24",61,0,43,false,Python,Openvironment,,Python,,"2020/10/11, 12:04:23",MIT,0,11,"2019/08/30, 07:06:19",5,0,0,0,0,0.0,,,0,1,false,,false,false,https://avatars.githubusercontent.com/u/46464225?v=4,
rdefra,Interact with the UK AIR Pollution Database from DEFRA.,ropensci,https://github.com/ropensci/rdefra.git,"r,rstats,r-package,uk,defra,air-pollution,air-quality,air-pollution-levels,peer-reviewed",Air,"2021/05/05, 08:01:42",13,0,2,true,R,ropensci,rOpenSci,"R,TeX",https://docs.ropensci.org/rdefra,"2016/02/29, 17:04:46",MIT,32,205,"2021/02/14, 20:51:19",0,1,12,0,0.0,0.009852216748768461,"2020/04/06, 12:42:47",v0.3.8,0,3,false,,false,false,https://avatars.githubusercontent.com/u/1200269?v=4,
rmweather,An R package to conduct meteorological/weather normalisation on air quality so trends and interventions can be investigated in a robust way.,skgrange,https://github.com/skgrange/rmweather.git,,Air,"2021/10/14, 07:10:27",20,0,12,true,R,ropensci,,R,,"2018/03/19, 08:21:40",GPL-3.0,15,113,"2020/07/06, 09:26:22",0,0,3,0,0,0.0,,,0,1,false,,false,false,https://avatars.githubusercontent.com/u/1200269?v=4,
Safecast,"Building out a network of sensors to monitor particulate matter in sizes PM1.0, PM2.5, PM10.",Safecast,https://github.com/Safecast/safecastapi.git,,Air,"2021/11/20, 14:11:09",39,0,10,true,Ruby,Safecast,Safecast,"Ruby,JavaScript,HTML,Shell,SCSS,PLpgSQL,Haml,Dockerfile,CoffeeScript,Python",,"2011/11/25, 18:04:30",GPL-3.0,98,2355,"2021/11/20, 14:11:09",164,390,676,12,1.6,0.7546426561620709,,,0,31,true,"b""# These are supported funding model platforms\n\ncustom: ['https://safecast.org/donate/']\n""",false,false,https://avatars.githubusercontent.com/u/959637?v=4,
West Oakland Air Quality Project,A platform for impacted communities to understand their local air quality and advocate for environmental justice.,openoakland,https://github.com/openoakland/woeip.git,"west-oakland,air-quality,openoakland,environmental-justice,code-for-america,air-pollution",Air,"2021/11/10, 10:26:43",20,0,10,true,Jupyter Notebook,OpenOakland,openoakland,"Jupyter Notebook,JavaScript,Python,HTML,Makefile,CSS,Dockerfile,Shell",https://woaq.org,"2018/11/28, 05:01:39",MIT,46,454,"2021/10/19, 00:14:16",63,182,317,7,1.9,0.7122093023255813,,,0,17,false,,true,false,https://avatars.githubusercontent.com/u/2238933?v=4,
Stormwater-Management-Model,Used for single event or long-term (continuous) simulation of runoff quantity and quality from primarily urban areas.,USEPA,https://github.com/USEPA/Stormwater-Management-Model.git,,Water,"2021/11/23, 13:18:30",85,0,12,true,C,USEPA,U.S. Environmental Protection Agency,"C,C++,CMake",,"2014/03/14, 17:15:30",MIT,5,229,"2021/03/17, 11:49:17",32,28,44,1,0.0,0.004716981132075526,"2021/06/23, 20:47:53",v5.1.14,0,2,false,,false,false,https://avatars.githubusercontent.com/u/1304320?v=4,
dataRetrieval,"This R package is designed to obtain USGS or EPA water quality sample data, streamflow data and metadata directly from web services.",USGS-R,https://github.com/USGS-R/dataRetrieval.git,"r,usgs,rstats,r-package",Water,"2021/11/19, 20:16:39",189,0,28,true,R,USGS-R,USGS-R,R,https://waterdata.usgs.gov/blog/dataretrieval/,"2013/01/14, 20:02:58",CUSTOM,115,2151,"2021/11/19, 20:16:35",7,322,581,0,0.4,0.1413612565445026,"2021/03/18, 00:23:34",v2.7.7,0,17,false,,false,false,https://avatars.githubusercontent.com/u/3188813?v=4,
EGRET,"An R package for the analysis of long-term changes in water quality and streamflow, including the water-quality method Weighted Regressions on Time, Discharge, and Season.",USGS-R,https://github.com/USGS-R/EGRET.git,"r,usgs,water-quality-data,water-quality,rstats,r-package",Water,"2021/10/13, 12:01:23",68,0,9,true,R,USGS-R,USGS-R,R,http://pubs.usgs.gov/tm/04/a10/,"2013/01/14, 19:45:02",CUSTOM,59,1721,"2021/10/13, 12:01:20",11,223,319,0,0.0,0.06192170818505338,"2021/04/09, 12:09:50",v3.0.5,0,11,false,,false,false,https://avatars.githubusercontent.com/u/3188813?v=4,
WaterModels.jl,Designed to enable computational evaluation of historical and emerging water network formulations and algorithms using a common platform.,lanl-ansi,https://github.com/lanl-ansi/WaterModels.jl.git,"water,network,optimization,julia",Water,"2021/10/27, 19:52:11",34,0,9,true,Julia,lanl-ansi,advanced network science initiative,Julia,https://lanl-ansi.github.io/WaterModels.jl/latest/,"2017/05/22, 17:45:40",CUSTOM,159,805,"2021/10/19, 19:15:49",12,46,123,2,0.0,0.09179415855354656,"2021/08/27, 16:24:08",v0.8.0,0,8,false,,false,true,https://avatars.githubusercontent.com/u/17053288?v=4,
Tree-based Inland Hydraulic Routing Project,The program under development here seeks to effectively manage the traversal of a network of streams with defined hydraulic properties specifically for the purpose of hydraulic routing in an operational flood and water resources forecasting system.,NOAA-OWP,https://github.com/NOAA-OWP/t-route.git,,Water,"2021/11/23, 13:36:40",16,0,9,true,Python,NOAA-OWP,,"Python,Fortran,Jupyter Notebook,Cython,C,Makefile,Shell,CMake",,"2020/03/26, 12:34:57",CUSTOM,426,561,"2021/11/23, 13:36:37",139,240,362,15,0.8,0.43168316831683173,"2021/05/28, 20:40:46",v2.0.0,8,9,false,,false,true,https://avatars.githubusercontent.com/u/60660814?v=4,
Next Gen Water Modeling Framework,"This framework includes an encapsulation strategy which focuses on the hydrologic data first, and then builds a functional abstraction of hydrologic behavior.",NOAA-OWP,https://github.com/NOAA-OWP/ngen.git,,Water,"2021/11/22, 16:23:43",31,0,16,true,C++,NOAA-OWP,,"C++,CMake,C,Python,Dockerfile",,"2020/02/19, 19:52:57",CUSTOM,1128,1822,"2021/11/20, 00:54:47",47,224,299,8,4.1,0.3389830508474576,,,2,12,false,,false,true,https://avatars.githubusercontent.com/u/60660814?v=4,
nhdplusTools,This package is a growing set of tools for manipulation of hydrographic data using the NHDPlus data model.,USGS-R,https://github.com/USGS-R/nhdplusTools.git,,Water,"2021/11/18, 17:38:03",55,0,11,true,R,USGS-R,USGS-R,"R,Dockerfile",https://usgs-r.github.io/nhdplusTools/,"2018/03/27, 19:12:30",CC0-1.0,130,669,"2021/11/18, 03:11:49",14,114,215,1,0.5,0.08030592734225617,"2021/06/23, 14:22:29",v0.4.2,0,6,false,,false,false,https://avatars.githubusercontent.com/u/3188813?v=4,
The Safe Water Project,"A team of volunteers at Code for Boston who are using data modeling, data visualization and machine learning to predict, visualize, and share data about the presence of hazardous drinking and surface water contaminants in the United States.",codeforboston,https://github.com/codeforboston/safe-water.git,,Water,"2021/11/12, 19:36:37",38,0,5,true,Jupyter Notebook,Code for Boston,codeforboston,"Jupyter Notebook,JavaScript,Python,R,Makefile",,"2018/09/12, 01:49:23",MIT,2,260,"2021/02/10, 01:05:09",0,80,125,0,0.0,0.8496732026143791,,,0,26,false,,false,false,https://avatars.githubusercontent.com/u/2533182?v=4,
HydroFunctions,A suite of convenience functions for working with hydrology data in an interactive Python session.,mroberge,https://github.com/mroberge/hydrofunctions.git,"water,hydrology,scientific-visualization",Water,"2021/11/08, 03:33:45",41,3,14,true,Python,Code for Boston,,"Python,Jupyter Notebook,Makefile",,"2016/08/12, 01:16:29",MIT,112,713,"2021/11/08, 03:33:40",14,64,97,1,0.0,0.03164556962025311,"2021/11/08, 03:42:47",v0.2.2,0,6,false,,false,false,https://avatars.githubusercontent.com/u/2533182?v=4,"mlr07/hydro-tools,pham2974/oklahomastream,kthyng/tabs"
CWATM,"Represents one of the new key elements of IIASAs Water program to assess water supply, water demand and environmental needs at global and regional level.",CWatM,https://github.com/CWatM/CWatM.git,,Water,"2021/05/09, 22:51:28",35,0,7,false,Python,Code for Boston,,"Python,HTML,C++,Batchfile,Shell",http://www.iiasa.ac.at/cwatm,"2017/04/18, 13:12:49",GPL-3.0,14,80,"2019/08/07, 09:06:05",1,1,2,0,0.0,0.23287671232876717,"2019/08/06, 11:15:07",v1.040,0,2,false,,false,false,https://avatars.githubusercontent.com/u/2533182?v=4,
